product_name,product_id,category,buy_price,sell_price,stock,profit_per_item
"OIC Rubber Bands, Bulk Pack",OFF-FA-10001330,Fasteners,14.99,17.24,13,2.25
"Epson Receipt Printer, Red",TEC-MA-10002195,Machines,113.99,136.79,13,22.8
"Stiletto Scissors, Easy Grip",OFF-SU-10003267,Supplies,24.99,32.49,14,7.5
"Acco 3-Hole Punch, Recycled",OFF-BI-10000482,Binders,29.99,35.99,0,6.0
"Apple Office Telephone, Cordless",TEC-PH-10001382,Phones,40.99,46.32,9,5.33
"Elite Box Cutter, High Speed",OFF-SU-10000255,Supplies,34.99,43.74,20,8.75
"Konica Receipt Printer, Wireless",TEC-MA-10003986,Machines,103.99,135.19,2,31.2
"OIC Paper Clips, 12 Pack",OFF-FA-10000189,Fasteners,13.99,15.81,10,1.82
"Bevis Conference Table, with Bottom Storage",FUR-TA-10001726,Tables,599.99,701.99,2,102.0
"Breville Stove, Red",OFF-AP-10000304,Appliances,504.99,646.39,14,141.4
"Nokia Office Telephone, with Caller ID",TEC-PH-10002586,Phones,54.99,60.49,20,5.5
"Xerox Parchment Paper, Recycled",OFF-PA-10002356,Paper,12.99,15.46,3,2.47
"KitchenAid Coffee Grinder, Black",OFF-AP-10003298,Appliances,62.99,80.0,2,17.01
"Brother Fax and Copier, High-Speed",TEC-CO-10004147,Copiers,189.99,235.59,1,45.6
"Stockwell Paper Clips, Bulk Pack",OFF-FA-10000520,Fasteners,13.99,17.91,0,3.92
"Hoover Blender, Silver",OFF-AP-10003912,Appliances,86.99,108.74,0,21.75
"Rogers Lockers, Single Width",OFF-ST-10003102,Storage,189.99,231.79,16,41.8
"Panasonic Inkjet, Durable",TEC-MA-10003557,Machines,311.99,405.59,0,93.6
"Eaton Cards & Envelopes, Multicolor",OFF-PA-10001445,Paper,46.99,61.09,12,14.1
"Tenex Stacking Tray, Black",FUR-FU-10002521,Furnishings,9.99,11.29,1,1.3
"Hon Chairmat, Red",FUR-CH-10001051,Chairs,27.99,33.87,3,5.88
"SAFCO Bag Chairs, Set of Two",FUR-CH-10003794,Chairs,20.99,24.98,9,3.99
"Okidata Receipt Printer, Red",TEC-MA-10003607,Machines,107.99,139.31,14,31.32
"Panasonic Inkjet, Wireless",TEC-MA-10003787,Machines,311.99,361.91,8,49.92
"Stanley Pens, Fluorescent",OFF-AR-10002852,Art,10.99,14.18,5,3.19
"Rubbermaid Frame, Erganomic",FUR-FU-10002919,Furnishings,108.99,126.43,20,17.44
"Ames Mailers, Set of 50",OFF-EN-10003069,Envelopes,35.99,42.11,1,6.12
"Konica Printer, Red",TEC-MA-10002118,Machines,158.99,200.33,8,41.34
"Tenex Door Stop, Erganomic",FUR-FU-10003662,Furnishings,42.99,49.87,11,6.88
"Dania Classic Bookcase, Metal",FUR-BO-10003734,Bookcases,368.99,435.41,17,66.42
"HP Fax and Copier, High-Speed",TEC-CO-10002083,Copiers,170.99,208.61,20,37.62
"Canon Personal Copier, High-Speed",TEC-CO-10002423,Copiers,48.99,62.22,18,13.23
"Samsung Signal Booster, VoIP",TEC-PH-10001148,Phones,122.99,138.98,10,15.99
"Advantus Stacking Tray, Erganomic",FUR-FU-10001090,Furnishings,22.99,28.97,0,5.98
"Ibico Binding Machine, Clear",OFF-BI-10001058,Binders,50.99,61.19,12,10.2
"Elite Shears, High Speed",OFF-SU-10001808,Supplies,41.99,50.81,8,8.82
"Advantus Clamps, 12 Pack",OFF-FA-10004424,Fasteners,16.99,20.56,7,3.57
"Motorola Audio Dock, with Caller ID",TEC-PH-10000309,Phones,172.99,209.32,0,36.33
"Accos Staples, Metal",OFF-FA-10002803,Fasteners,10.99,14.07,0,3.08
"Acme Box Cutter, Serrated",OFF-SU-10001886,Supplies,16.99,21.92,11,4.93
"Bush Floating Shelf Set, Traditional",FUR-BO-10000936,Bookcases,153.99,200.19,18,46.2
"Accos Push Pins, Assorted Sizes",OFF-FA-10002308,Fasteners,5.99,7.19,1,1.2
"KitchenAid Microwave, Black",OFF-AP-10004755,Appliances,309.99,396.79,8,86.8
"Logitech Numeric Keypad, USB",TEC-AC-10000494,Accessories,46.99,55.92,2,8.93
"Jiffy Interoffice Envelope, with clear poly window",OFF-EN-10002955,Envelopes,49.99,54.99,11,5.0
"Novimex Round Labels, 5000 Label Set",OFF-LA-10000356,Labels,6.99,7.69,15,0.7
"Smead Round Labels, Alphabetical",OFF-LA-10003795,Labels,6.99,8.81,9,1.82
"Breville Stove, Silver",OFF-AP-10004140,Appliances,561.99,724.97,1,162.98
"Avery Removable Labels, 5000 Label Set",OFF-LA-10001541,Labels,10.99,12.2,18,1.21
"Samsung Signal Booster, with Caller ID",TEC-PH-10003153,Phones,67.99,87.71,16,19.72
"Eldon Trays, Industrial",OFF-ST-10000643,Storage,18.99,21.84,6,2.85
"Xerox Memo Slips, Recycled",OFF-PA-10004856,Paper,12.99,15.72,4,2.73
"Hewlett Ink, Digital",TEC-CO-10002055,Copiers,147.99,173.15,12,25.16
"Sanford Sketch Pad, Blue",OFF-AR-10002513,Art,44.99,50.84,8,5.85
"HP Ink, Color",TEC-CO-10004252,Copiers,129.99,145.59,20,15.6
"Acco Binding Machine, Clear",OFF-BI-10000538,Binders,50.99,62.21,20,11.22
"Hamilton Beach Toaster, Black",OFF-AP-10002568,Appliances,56.99,69.53,1,12.54
"StarTech Calculator, Durable",TEC-MA-10003326,Machines,23.99,28.55,4,4.56
"Cuisinart Stove, Silver",OFF-AP-10000486,Appliances,484.99,572.29,5,87.3
"Smead Removable Labels, Adjustable",OFF-LA-10002324,Labels,7.99,8.95,2,0.96
"Advantus Staples, 12 Pack",OFF-FA-10004310,Fasteners,9.99,11.39,19,1.4
"Hon Steel Folding Chair, Black",FUR-CH-10000013,Chairs,38.99,49.52,13,10.53
"Harbour Creations Steel Folding Chair, Adjustable",FUR-CH-10003808,Chairs,49.99,60.99,6,11.0
"Rubbermaid Door Stop, Erganomic",FUR-FU-10000388,Furnishings,41.99,50.81,4,8.82
"Brother Fax Machine, High-Speed",TEC-CO-10004377,Copiers,316.99,405.75,16,88.76
"Barricks Round Table, Adjustable Height",FUR-TA-10002951,Tables,326.99,395.66,3,68.67
"Panasonic Calculator, Durable",TEC-MA-10003558,Machines,42.99,54.6,10,11.61
"SAFCO Swivel Stool, Set of Two",FUR-CH-10004792,Chairs,169.99,202.29,6,32.3
"Ames Clasp Envelope, with clear poly window",OFF-EN-10001711,Envelopes,10.99,13.41,1,2.42
"Cardinal Hole Reinforcements, Economy",OFF-BI-10004054,Binders,4.99,5.69,14,0.7
"Canon Fax and Copier, Color",TEC-CO-10002583,Copiers,192.99,250.89,7,57.9
"Deflect-O Frame, Durable",FUR-FU-10000368,Furnishings,106.99,119.83,1,12.84
"Novimex Rocking Chair, Adjustable",FUR-CH-10003033,Chairs,53.99,59.93,17,5.94
"Acco Binder, Clear",OFF-BI-10002354,Binders,14.99,17.84,15,2.85
"Okidata Printer, Durable",TEC-MA-10004603,Machines,268.99,295.89,1,26.9
"Accos Rubber Bands, Bulk Pack",OFF-FA-10004880,Fasteners,16.99,21.24,3,4.25
"SAFCO Swivel Stool, Black",FUR-CH-10000333,Chairs,148.99,184.75,13,35.76
"Office Star Rocking Chair, Set of Two",FUR-CH-10002373,Chairs,142.99,183.03,9,40.04
"HP Fax Machine, Color",TEC-CO-10000119,Copiers,300.99,340.12,3,39.13
"Brother Fax and Copier, Laser",TEC-CO-10002673,Copiers,190.99,221.55,13,30.56
"Stockwell Clamps, Metal",OFF-FA-10003717,Fasteners,18.99,22.6,4,3.61
"Advantus Light Bulb, Erganomic",FUR-FU-10000072,Furnishings,14.99,18.44,9,3.45
"Tenex Light Bulb, Black",FUR-FU-10001760,Furnishings,14.99,19.04,18,4.05
"Ikea Library with Doors, Metal",FUR-BO-10004388,Bookcases,180.99,229.86,17,48.87
"Xerox Parchment Paper, Premium",OFF-PA-10003920,Paper,12.99,15.98,2,2.99
"Epson Card Printer, White",TEC-MA-10003780,Machines,142.99,167.3,17,24.31
"Cameo Interoffice Envelope, Recycled",OFF-EN-10004759,Envelopes,45.99,54.73,16,8.74
"StarTech Card Printer, Red",TEC-MA-10004482,Machines,136.99,171.24,3,34.25
"Jiffy Peel and Seal, with clear poly window",OFF-EN-10000648,Envelopes,23.99,27.59,0,3.6
"Deflect-O Light Bulb, Black",FUR-FU-10004236,Furnishings,18.99,21.84,3,2.85
"Advantus Clock, Erganomic",FUR-FU-10002709,Furnishings,49.99,59.99,17,10.0
"Tenex Box, Blue",OFF-ST-10003147,Storage,14.99,18.74,11,3.75
"Rubbermaid Photo Frame, Duo Pack",FUR-FU-10003500,Furnishings,51.99,63.43,17,11.44
"Ibico 3-Hole Punch, Recycled",OFF-BI-10002040,Binders,30.99,38.74,7,7.75
"Jiffy Peel and Seal, Set of 50",OFF-EN-10004120,Envelopes,19.99,22.39,12,2.4
"Apple Smart Phone, Full Size",TEC-PH-10000493,Phones,381.99,496.59,0,114.6
"Avery 3-Hole Punch, Clear",OFF-BI-10002511,Binders,26.99,34.28,13,7.29
"Hewlett Personal Copier, High-Speed",TEC-CO-10000279,Copiers,141.99,166.13,15,24.14
"Jiffy Clasp Envelope, Security-Tint",OFF-EN-10003854,Envelopes,10.99,14.18,19,3.19
"Advantus Clock, Durable",FUR-FU-10000267,Furnishings,47.99,52.79,15,4.8
"Stanley Sketch Pad, Easy-Erase",OFF-AR-10003630,Art,21.99,28.59,12,6.6
"SanDisk Message Books, Multicolor",OFF-PA-10001858,Paper,24.99,30.49,10,5.5
"SanDisk Memo Slips, Recycled",OFF-PA-10001620,Paper,16.99,21.07,18,4.08
"Ibico Hole Reinforcements, Clear",OFF-BI-10000267,Binders,5.99,7.37,15,1.38
"OIC Clamps, Assorted Sizes",OFF-FA-10004605,Fasteners,16.99,22.09,12,5.1
"Avery Binding Machine, Economy",OFF-BI-10004227,Binders,48.99,55.85,19,6.86
"Breville Refrigerator, Black",OFF-AP-10004186,Appliances,518.99,638.36,10,119.37
"Wilson Jones 3-Hole Punch, Clear",OFF-BI-10000323,Binders,26.99,34.55,9,7.56
"Sauder Stackable Bookrack, Pine",FUR-BO-10000786,Bookcases,147.99,164.27,11,16.28
"Harbour Creations Steel Folding Chair, Red",FUR-CH-10002498,Chairs,48.99,54.87,12,5.88
"Acme Shears, High Speed",OFF-SU-10004911,Supplies,24.99,27.99,16,3.0
"Eldon Shelving, Blue",OFF-ST-10001050,Storage,43.99,55.87,10,11.88
"StarTech Phone, Durable",TEC-MA-10002424,Machines,36.99,47.35,0,10.36
"Hewlett Wireless Fax, High-Speed",TEC-CO-10001413,Copiers,377.99,480.05,7,102.06
"Jiffy Interoffice Envelope, Security-Tint",OFF-EN-10003511,Envelopes,48.99,58.79,6,9.8
"Breville Toaster, Black",OFF-AP-10002608,Appliances,75.99,97.27,9,21.28
"Motorola Headset, with Caller ID",TEC-PH-10002079,Phones,79.99,87.99,20,8.0
"Breville Microwave, Black",OFF-AP-10000162,Appliances,270.99,327.9,20,56.91
"Harbour Creations Steel Folding Chair, Black",FUR-CH-10000133,Chairs,47.99,59.51,8,11.52
"Hon Executive Leather Armchair, Red",FUR-CH-10000969,Chairs,367.99,408.47,17,40.48
"Cameo Manila Envelope, Set of 50",OFF-EN-10004904,Envelopes,26.99,32.66,0,5.67
"Cisco Signal Booster, VoIP",TEC-PH-10000437,Phones,136.99,160.28,0,23.29
"Sharp Copy Machine, Color",TEC-CO-10001629,Copiers,119.99,142.79,5,22.8
"Hon Shipping Labels, Alphabetical",OFF-LA-10001833,Labels,10.99,13.3,10,2.31
"Green Bar Message Books, Premium",OFF-PA-10001795,Paper,11.99,15.59,7,3.6
"Nokia Signal Booster, Full Size",TEC-PH-10003698,Phones,68.99,85.55,11,16.56
"Canon Wireless Fax, Color",TEC-CO-10002796,Copiers,189.99,224.19,18,34.2
"Bush Floating Shelf Set, Mobile",FUR-BO-10004560,Bookcases,173.99,205.31,7,31.32
"Eldon Light Bulb, Duo Pack",FUR-FU-10004313,Furnishings,17.99,22.49,11,4.5
"Barricks Conference Table, with Bottom Storage",FUR-TA-10000861,Tables,453.99,503.93,15,49.94
"Rubbermaid Clock, Duo Pack",FUR-FU-10001169,Furnishings,49.99,63.99,14,14.0
"Konica Calculator, White",TEC-MA-10002267,Machines,49.99,62.49,7,12.5
"Dania Classic Bookcase, Traditional",FUR-BO-10001039,Bookcases,204.99,248.04,14,43.05
"Ames Business Envelopes, Security-Tint",OFF-EN-10000142,Envelopes,12.99,16.11,4,3.12
"Jiffy Mailers, Set of 50",OFF-EN-10001038,Envelopes,36.99,46.98,4,9.99
"Harbour Creations Legal Exhibit Labels, Adjustable",OFF-LA-10002486,Labels,8.99,11.06,17,2.07
"Logitech Router, Erganomic",TEC-AC-10001566,Accessories,244.99,289.09,2,44.1
"Advantus Photo Frame, Erganomic",FUR-FU-10004422,Furnishings,51.99,59.27,6,7.28
"Cameo Interoffice Envelope, Set of 50",OFF-EN-10003737,Envelopes,46.99,52.16,19,5.17
"Elite Shears, Easy Grip",OFF-SU-10003951,Supplies,48.99,56.34,1,7.35
"Ikea 3-Shelf Cabinet, Pine",FUR-BO-10004199,Bookcases,143.99,164.15,4,20.16
"Hewlett Fax and Copier, High-Speed",TEC-CO-10000338,Copiers,190.99,234.92,2,43.93
"Deflect-O Frame, Erganomic",FUR-FU-10001132,Furnishings,108.99,136.24,20,27.25
"Acme Shears, Steel",OFF-SU-10000650,Supplies,48.99,55.36,7,6.37
"Acme Trimmer, High Speed",OFF-SU-10001879,Supplies,44.99,53.09,9,8.1
"HP Wireless Fax, Digital",TEC-CO-10001342,Copiers,305.99,339.65,14,33.66
"Avery Shipping Labels, Alphabetical",OFF-LA-10004774,Labels,11.99,13.43,6,1.44
"Stockwell Clamps, Bulk Pack",OFF-FA-10004878,Fasteners,18.99,22.98,12,3.99
"Elite Shears, Steel",OFF-SU-10004283,Supplies,45.99,59.33,2,13.34
"SAFCO Chairmat, Black",FUR-CH-10001278,Chairs,56.99,71.24,18,14.25
"Eldon Frame, Durable",FUR-FU-10004095,Furnishings,112.99,131.07,20,18.08
"SanDisk Flash Drive, Bluetooth",TEC-AC-10000510,Accessories,39.99,45.59,0,5.6
"Smead Legal Exhibit Labels, 5000 Label Set",OFF-LA-10002752,Labels,10.99,14.29,18,3.3
"Apple Office Telephone, Full Size",TEC-PH-10004992,Phones,56.99,65.54,7,8.55
"Cuisinart Coffee Grinder, White",OFF-AP-10002872,Appliances,32.99,36.62,19,3.63
"Kraft Peel and Seal, Recycled",OFF-EN-10002789,Envelopes,18.99,24.69,2,5.7
"Deflect-O Light Bulb, Erganomic",FUR-FU-10004096,Furnishings,17.99,21.23,16,3.24
"Jiffy Interoffice Envelope, Recycled",OFF-EN-10001728,Envelopes,44.99,54.44,2,9.45
"Smead Shipping Labels, Adjustable",OFF-LA-10004964,Labels,4.99,5.59,17,0.6
"Acme Scissors, High Speed",OFF-SU-10004650,Supplies,22.99,25.52,9,2.53
"Brother Personal Copier, High-Speed",TEC-CO-10002466,Copiers,119.99,155.99,11,36.0
"Enermax Message Books, Multicolor",OFF-PA-10000562,Paper,23.99,31.19,10,7.2
"Ibico 3-Hole Punch, Economy",OFF-BI-10003951,Binders,29.99,35.09,6,5.1
"Hon Rocking Chair, Red",FUR-CH-10004606,Chairs,117.99,130.97,7,12.98
"Hon Legal Exhibit Labels, Alphabetical",OFF-LA-10004799,Labels,10.99,12.86,7,1.87
"Samsung Speaker Phone, VoIP",TEC-PH-10002932,Phones,110.99,139.85,18,28.86
"Eaton Computer Printout Paper, Premium",OFF-PA-10003586,Paper,26.99,33.47,20,6.48
"Motorola Speaker Phone, with Caller ID",TEC-PH-10000956,Phones,64.99,73.44,4,8.45
"Harbour Creations Removable Labels, Laser Printer Compatible",OFF-LA-10000760,Labels,4.99,5.94,7,0.95
"Advantus Rubber Bands, Assorted Sizes",OFF-FA-10002264,Fasteners,13.99,16.93,20,2.94
"Hamilton Beach Coffee Grinder, Silver",OFF-AP-10001587,Appliances,21.99,28.59,13,6.6
"Cameo Mailers, with clear poly window",OFF-EN-10002104,Envelopes,41.99,54.59,10,12.6
"Bush 3-Shelf Cabinet, Metal",FUR-BO-10003828,Bookcases,142.99,164.44,13,21.45
"Canon Ink, Digital",TEC-CO-10001487,Copiers,131.99,161.03,7,29.04
"Avery Removable Labels, Alphabetical",OFF-LA-10003233,Labels,10.99,13.74,15,2.75
"Eldon Photo Frame, Durable",FUR-FU-10001424,Furnishings,38.99,47.57,9,8.58
"Epson Phone, Red",TEC-MA-10003185,Machines,77.99,99.05,20,21.06
"Okidata Phone, Red",TEC-MA-10001569,Machines,70.99,78.8,14,7.81
"Advantus Rubber Bands, 12 Pack",OFF-FA-10004754,Fasteners,15.99,18.39,15,2.4
"Harbour Creations Color Coded Labels, Adjustable",OFF-LA-10004007,Labels,10.99,12.09,16,1.1
"Fiskars Trimmer, Steel",OFF-SU-10003252,Supplies,41.99,52.49,0,10.5
"Ikea Library with Doors, Traditional",FUR-BO-10003779,Bookcases,362.99,413.81,8,50.82
"Panasonic Calculator, White",TEC-MA-10004693,Machines,28.99,33.63,6,4.64
"Tenex File Cart, Industrial",OFF-ST-10001554,Storage,79.99,102.39,19,22.4
"Chromcraft Training Table, with Bottom Storage",FUR-TA-10000591,Tables,141.99,156.19,14,14.2
"Fellowes File Cart, Wire Frame",OFF-ST-10002706,Storage,67.99,86.35,12,18.36
"Novimex Chairmat, Red",FUR-CH-10003062,Chairs,50.99,57.11,19,6.12
"Novimex Color Coded Labels, Adjustable",OFF-LA-10000321,Labels,4.99,5.79,15,0.8
"Ames Interoffice Envelope, with clear poly window",OFF-EN-10004981,Envelopes,48.99,63.69,2,14.7
"Stockwell Thumb Tacks, Metal",OFF-FA-10004657,Fasteners,6.99,7.76,0,0.77
"KitchenAid Microwave, White",OFF-AP-10004041,Appliances,277.99,339.15,18,61.16
"Hon Shipping Labels, 5000 Label Set",OFF-LA-10002225,Labels,11.99,14.87,15,2.88
"Elite Trimmer, Easy Grip",OFF-SU-10000171,Supplies,42.99,53.31,16,10.32
"Office Star Rocking Chair, Adjustable",FUR-CH-10003848,Chairs,56.99,71.81,20,14.82
"Harbour Creations Rocking Chair, Set of Two",FUR-CH-10004355,Chairs,74.99,89.99,15,15.0
"Hewlett Personal Copier, Color",TEC-CO-10004664,Copiers,123.99,148.79,7,24.8
"Epson Phone, Wireless",TEC-MA-10000686,Machines,80.99,98.0,7,17.01
"Stiletto Shears, High Speed",OFF-SU-10001578,Supplies,47.99,56.63,2,8.64
"Enermax Message Books, Recycled",OFF-PA-10003510,Paper,21.99,25.51,1,3.52
"Tenex Lockers, Industrial",OFF-ST-10003266,Storage,101.99,131.57,13,29.58
"Harbour Creations Executive Leather Armchair, Red",FUR-CH-10002477,Chairs,427.99,517.87,12,89.88
"Rubbermaid Stacking Tray, Durable",FUR-FU-10003910,Furnishings,9.99,12.39,5,2.4
"Safco Stackable Bookrack, Pine",FUR-BO-10004947,Bookcases,134.99,161.99,9,27.0
"Xerox Note Cards, 8.5 x 11",OFF-PA-10001497,Paper,30.99,37.5,6,6.51
"Breville Refrigerator, White",OFF-AP-10004201,Appliances,465.99,563.85,11,97.86
"Enermax Cards & Envelopes, 8.5 x 11",OFF-PA-10002516,Paper,50.99,57.62,3,6.63
"Samsung Headset, Full Size",TEC-PH-10002119,Phones,73.99,90.27,17,16.28
"Tenex Door Stop, Black",FUR-FU-10002614,Furnishings,43.99,54.99,17,11.0
"Accos Push Pins, Metal",OFF-FA-10003789,Fasteners,14.99,19.49,13,4.5
"Hewlett Personal Copier, Digital",TEC-CO-10001952,Copiers,129.99,165.09,4,35.1
"Acco Binder, Recycled",OFF-BI-10001643,Binders,15.99,19.19,5,3.2
"Ames Peel and Seal, with clear poly window",OFF-EN-10004571,Envelopes,21.99,26.83,10,4.84
"Enermax Mouse, Bluetooth",TEC-AC-10001243,Accessories,39.99,45.99,18,6.0
"Panasonic Card Printer, Durable",TEC-MA-10002413,Machines,86.99,99.17,15,12.18
"Eldon Clock, Erganomic",FUR-FU-10001252,Furnishings,43.99,53.67,20,9.68
"Smead Round Labels, 5000 Label Set",OFF-LA-10001284,Labels,6.99,8.6,20,1.61
"Avery 3-Hole Punch, Economy",OFF-BI-10003397,Binders,27.99,33.03,6,5.04
"Tenex Clock, Black",FUR-FU-10003619,Furnishings,49.99,55.49,17,5.5
"Logitech Keyboard, Bluetooth",TEC-AC-10004883,Accessories,71.99,92.15,5,20.16
"Avery Legal Exhibit Labels, Laser Printer Compatible",OFF-LA-10000700,Labels,10.99,14.29,13,3.3
"Smead Legal Exhibit Labels, Adjustable",OFF-LA-10000039,Labels,8.99,10.88,4,1.89
"Advantus Clamps, Metal",OFF-FA-10001892,Fasteners,9.99,12.69,6,2.7
"Hon Bag Chairs, Red",FUR-CH-10000603,Chairs,44.99,56.24,12,11.25
"Acco 3-Hole Punch, Clear",OFF-BI-10001138,Binders,14.99,17.54,0,2.55
"Bush 3-Shelf Cabinet, Pine",FUR-BO-10004316,Bookcases,129.99,153.39,20,23.4
"Novimex Legal Exhibit Labels, Adjustable",OFF-LA-10003058,Labels,7.99,10.15,20,2.16
"Ames Clasp Envelope, Recycled",OFF-EN-10003484,Envelopes,5.99,6.77,19,0.78
"OIC Push Pins, Bulk Pack",OFF-FA-10000799,Fasteners,14.99,16.79,0,1.8
"Kleencut Trimmer, Easy Grip",OFF-SU-10002900,Supplies,42.99,53.31,12,10.32
"Advantus Thumb Tacks, Bulk Pack",OFF-FA-10004799,Fasteners,13.99,15.67,3,1.68
"Sharp Fax and Copier, Color",TEC-CO-10002857,Copiers,169.99,192.09,9,22.1
"Motorola Smart Phone, Cordless",TEC-PH-10004583,Phones,578.99,648.47,3,69.48
"Bevis Round Table, with Bottom Storage",FUR-TA-10004524,Tables,465.99,535.89,7,69.9
"Cisco Audio Dock, Cordless",TEC-PH-10003713,Phones,110.99,133.19,6,22.2
"Canon Ink, Laser",TEC-CO-10003124,Copiers,146.99,171.98,14,24.99
"Eaton Parchment Paper, Premium",OFF-PA-10002352,Paper,12.99,16.37,18,3.38
"Apple Audio Dock, VoIP",TEC-PH-10003439,Phones,141.99,181.75,13,39.76
"Stiletto Trimmer, Serrated",OFF-SU-10000343,Supplies,38.99,49.91,20,10.92
"SAFCO Bag Chairs, Adjustable",FUR-CH-10001784,Chairs,46.99,52.16,18,5.17
"Harbour Creations Swivel Stool, Red",FUR-CH-10003114,Chairs,89.99,114.29,13,24.3
"Barricks Training Table, with Bottom Storage",FUR-TA-10000304,Tables,126.99,139.69,9,12.7
"Acme Trimmer, Easy Grip",OFF-SU-10000076,Supplies,45.99,54.73,2,8.74
"Chromcraft Wood Table, with Bottom Storage",FUR-TA-10003527,Tables,313.99,392.49,7,78.5
"Stiletto Shears, Serrated",OFF-SU-10004435,Supplies,44.99,54.44,13,9.45
"HP Fax and Copier, Color",TEC-CO-10003268,Copiers,173.99,214.01,17,40.02
"Advantus Paper Clips, Bulk Pack",OFF-FA-10002531,Fasteners,6.99,8.11,8,1.12
"Samsung Office Telephone, Full Size",TEC-PH-10000292,Phones,39.99,50.79,5,10.8
"Rogers Folders, Industrial",OFF-ST-10004739,Storage,27.99,32.75,20,4.76
"Enermax Memory Card, Programmable",TEC-AC-10004556,Accessories,115.99,133.39,15,17.4
"Rubbermaid Clock, Erganomic",FUR-FU-10000972,Furnishings,48.99,60.26,18,11.27
"Stiletto Letter Opener, Steel",OFF-SU-10001351,Supplies,24.99,27.49,14,2.5
"Hon Bag Chairs, Adjustable",FUR-CH-10001553,Chairs,37.99,45.59,14,7.6
"KitchenAid Toaster, Red",OFF-AP-10000415,Appliances,84.99,105.39,4,20.4
"Panasonic Phone, Red",TEC-MA-10001624,Machines,81.99,91.83,13,9.84
"Sharp Fax Machine, Digital",TEC-CO-10004099,Copiers,250.99,283.62,4,32.63
"Jiffy Business Envelopes, Set of 50",OFF-EN-10003073,Envelopes,19.99,24.19,18,4.2
"Hon Swivel Stool, Adjustable",FUR-CH-10002090,Chairs,149.99,191.99,4,42.0
"SAFCO Executive Leather Armchair, Red",FUR-CH-10004255,Chairs,414.99,460.64,5,45.65
"Cameo Clasp Envelope, with clear poly window",OFF-EN-10002736,Envelopes,12.99,16.5,5,3.51
"Avery Shipping Labels, Adjustable",OFF-LA-10001546,Labels,9.99,11.69,18,1.7
"Ikea 3-Shelf Cabinet, Metal",FUR-BO-10001155,Bookcases,127.99,159.99,19,32.0
"Breville Stove, Black",OFF-AP-10001298,Appliances,560.99,673.19,2,112.2
"Belkin Mouse, Bluetooth",TEC-AC-10000929,Accessories,40.99,49.19,16,8.2
"Enermax Router, Erganomic",TEC-AC-10003506,Accessories,255.99,317.43,14,61.44
"Avery File Folder Labels, Alphabetical",OFF-LA-10003084,Labels,8.99,10.43,0,1.44
"Novimex Bag Chairs, Adjustable",FUR-CH-10003026,Chairs,47.99,57.59,17,9.6
"Hon Color Coded Labels, Laser Printer Compatible",OFF-LA-10004050,Labels,12.99,16.24,18,3.25
"Sauder Corner Shelving, Mobile",FUR-BO-10004844,Bookcases,134.99,156.59,18,21.6
"Acme Box Cutter, Steel",OFF-SU-10001397,Supplies,36.99,44.76,0,7.77
"Xerox Cards & Envelopes, 8.5 x 11",OFF-PA-10001735,Paper,48.99,60.26,7,11.27
"Harbour Creations Round Labels, Adjustable",OFF-LA-10002625,Labels,4.99,6.44,18,1.45
"Green Bar Parchment Paper, Multicolor",OFF-PA-10002616,Paper,17.99,19.79,13,1.8
"Brother Ink, Digital",TEC-CO-10001142,Copiers,146.99,183.74,7,36.75
"Breville Refrigerator, Red",OFF-AP-10000423,Appliances,466.99,583.74,3,116.75
"Enermax Memo Slips, Multicolor",OFF-PA-10003875,Paper,16.99,19.2,19,2.21
"Fiskars Scissors, Steel",OFF-SU-10001909,Supplies,19.99,23.19,8,3.2
"Lesro Round Table, Adjustable Height",FUR-TA-10004371,Tables,135.99,164.55,17,28.56
"Harbour Creations Removable Labels, 5000 Label Set",OFF-LA-10000134,Labels,9.99,12.89,12,2.9
"Smead Shipping Labels, Laser Printer Compatible",OFF-LA-10000404,Labels,11.99,15.35,8,3.36
"Harbour Creations Bag Chairs, Black",FUR-CH-10000214,Chairs,23.99,27.83,17,3.84
"HP Ink, Digital",TEC-CO-10004169,Copiers,127.99,159.99,10,32.0
"Cuisinart Toaster, White",OFF-AP-10003210,Appliances,40.99,45.91,1,4.92
"Enermax Message Books, Premium",OFF-PA-10003027,Paper,21.99,28.15,0,6.16
"Jiffy Manila Envelope, with clear poly window",OFF-EN-10004404,Envelopes,29.99,33.89,4,3.9
"Advantus Push Pins, Bulk Pack",OFF-FA-10002752,Fasteners,6.99,8.32,7,1.33
"Enermax Cards & Envelopes, Premium",OFF-PA-10001523,Paper,46.99,56.39,15,9.4
"Ames Clasp Envelope, Security-Tint",OFF-EN-10000543,Envelopes,9.99,10.99,4,1.0
"Sauder Library with Doors, Mobile",FUR-BO-10003968,Bookcases,350.99,442.25,3,91.26
"Novimex Executive Leather Armchair, Adjustable",FUR-CH-10003054,Chairs,409.99,491.99,20,82.0
"Sharp Personal Copier, High-Speed",TEC-CO-10001795,Copiers,99.99,117.99,6,18.0
"Stanley Sketch Pad, Water Color",OFF-AR-10002447,Art,47.99,52.79,0,4.8
"SanDisk Keyboard, USB",TEC-AC-10003904,Accessories,81.99,100.03,7,18.04
"Motorola Office Telephone, with Caller ID",TEC-PH-10003916,Phones,60.99,79.29,6,18.3
"Hamilton Beach Toaster, Silver",OFF-AP-10001568,Appliances,57.99,70.75,2,12.76
"Ikea Corner Shelving, Pine",FUR-BO-10001256,Bookcases,123.99,161.19,20,37.2
